"raw thermostat samples from CH1 (second channel). 20Hz split between two ch (10Hz per ch). sinc5+sinc1, no postfilt."
8388979
8388979
8388980
8388980
8388980
8388980
8388980
8388981
8388981
8388980
8388981
8388981
8388981
8388983
8388982
8388982
8388983
8388982
8388995
8389035
8389044
8389139
8389095
8389032
8388984
8388983
8388983
8388980
8388981
8388981
8388981
8388982
8388981
8388981
8388981
8388982
8388981
8388983
8389249
8389404
8389523
8389650
8389754
8389790
8389789
8389810
8389804
8389783
8389784
8389800
8389794
8389803
8389779
8389748
8389734
8389733
8389708
8389712
8389702
8389694
8389686
8389694
8389685
8389692
8389683
8389642
8389632
8389601
8389575
8389556
8389504
8389443
8389284
8389197
8389188
8389161
8389127
8389073
8388992
8388975
8388975
8388983
8388977
8388976
8388976
8388973
8388971
8388972
8388972
8388971
8388971
8388972
8388972
8388972
8388972
8388972
8388972
8388972
8388972
8388972
