"raw thermostat samples from CH1 (second channel). 20Hz split between two ch (10Hz per ch). sinc5+sinc1, no postfilt."
8388998
8388998
8388997
8388997
8388998
8388998
8388998
8388998
8388997
8388998
8388998
8388998
8388997
8388998
8388997
8388997
8388998
8388997
8388997
8388998
8388997
8388997
8388998
8388997
8388997
8388997
8388998
8388997
8388997
8388997
8388998
8388997
8388997
8388997
8388998
8388997
8388998
8388998
8388997
8388998
8388998
8388998
8388998
8388998
8388998
8388997
8388998
8388998
8388997
8388998
8388998
8388998
8388998
8388998
8388999
8388998
8388998
8388997
8388997
8388998
8388998
8388998
8388997
8388998
8388997
8388997
8388997
8388998
8388997
8388997
8388997
8388997
8388997
8388998
8388998
8388997
8388998
8388997
8388997
8388998
8388998
8388997
8388998
8388998
8388998
8388997
8388998
8388998
8388998
8388997
8388998
8388998
8388998
8388998
8388998
8388998
8388998
8388998
8388998
8388997
