25.013521,-0.036992103
25.011204,-0.038075585
25.010508,-0.03763301
25.010544,-0.03658864
25.009274,-0.036965646
25.008158,-0.037263617
25.006489,-0.03818727
25.005867,-0.038138546
25.004486,-0.038917515
25.004763,-0.038064692
25.004799,-0.037532497
25.005495,-0.036385246
25.00566,-0.035833813
25.004177,-0.03695461
25.002312,-0.03849588
25.001472,-0.038993366
25.002934,-0.037218966
25.003794,-0.03611695
25.004076,-0.035630196
25.002975,-0.036558434
25.001705,-0.037655823
25.00006,-0.039114367
25.000515,-0.038478922
25.00133,-0.037516903
25.002731,-0.036007382
25.002077,-0.03657263
25.00086,-0.03770025
24.999952,-0.038495447
24.999771,-0.038582124
25.000414,-0.037846025
25.001505,-0.036693167
25.00158,-0.036583103
25.000664,-0.03745956
24.999872,-0.038196564
24.999676,-0.03833463
24.999134,-0.03882483
24.999952,-0.03796358
25.000744,-0.037135754
25.001095,-0.036764115
25.001366,-0.03647469
25.00061,-0.037212707
25.000872,-0.036922697
24.999878,-0.03793031
24.999872,-0.03791394
24.999681,-0.038065244
24.999708,-0.038024854
25.000488,-0.037217755
25.00006,-0.03763318
25.00025,-0.037432138
25.00027,-0.037408594
25.000633,-0.03702872
25.000738,-0.03690904
25.000074,-0.037582483
25.000063,-0.03792287
25.000622,-0.037520938
25.00016,-0.03771922
25.000622,-0.037423473
25.000834,-0.037285138
25.000027,-0.03765157
24.999947,-0.037645508
25.000286,-0.037484802
24.999762,-0.03772145
25.000286,-0.03744287
24.999866,-0.037665915
25.000015,-0.03758567
24.999884,-0.037670434
24.999926,-0.03761883
25.000256,-0.037437025
24.999804,-0.037656777
25.00016,-0.037465617
25.000053,-0.03751621
24.999601,-0.037742548
25.000658,-0.03717747
24.99984,-0.03762935
25.000366,-0.03733998
24.999985,-0.037539378
24.999655,-0.037704337
24.999771,-0.037642214
25.000202,-0.037425756
25.00017,-0.037444144
25.00033,-0.03744021
24.999681,-0.037746057
25.00019,-0.037474383
24.999878,-0.037635677
25.000212,-0.037484214
24.999973,-0.037587527
25.000027,-0.03755952
24.99991,-0.037621435
25.00084,-0.037138883
24.999739,-0.03769169
25.000282,-0.037402797
24.999708,-0.037770927
24.999176,-0.03799344
25.000467,-0.0373513
24.999708,-0.03772405
25.000458,-0.037329618
25.000095,-0.037514135
25.000473,-0.037298743
24.999819,-0.03765417
25.00033,-0.037368678
25.000404,-0.03735268
24.999905,-0.03758253
25.000038,-0.0375009
24.999893,-0.037580457
24.999989,-0.03751897
25.000187,-0.0374291
24.999432,-0.037800632
25.000101,-0.037472203
25.000175,-0.03742735
24.999342,-0.03786483
25.000563,-0.037270095
25.000265,-0.03738393
25.000069,-0.037500635
25.000181,-0.037447173
24.999973,-0.03751647
24.999771,-0.037595868
25.000711,-0.03712432
24.99992,-0.037498508
25.000086,-0.03742496
25.000319,-0.03732866
24.999187,-0.03788497
25.000042,-0.03745881
24.999947,-0.03749447
25.00033,-0.037313726
24.999676,-0.037653424
24.999804,-0.03759943
24.999756,-0.03765268
25.000048,-0.037450626
24.999325,-0.037812322
25.000654,-0.037135907
24.999601,-0.037681375
25.000404,-0.03725006
24.99983,-0.037562758
